stock_code,company_name,company_short_name,exchange,instrument_type,icb_level,icb_code,icb_name
TV3,CTCP Tư vấn Xây dựng Điện 3,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
TV4,CTCP Tư vấn Xây dựng Điện 4,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
TV6,CTCP Tập đoàn EMA Land,,UPCOM,STOCK,4,8637,"Tư Vấn, Định giá, Môi giới Bất động sản"
TVA,CTCP Sứ Viglacera Thanh Trì,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
TVB,CTCP Chứng khoán T-Cap,,HOSE,STOCK,4,8777,Môi giới chứng khoán
TVC,CTCP Tập đoàn Quản lý tài sản T-Corp,,HNX,STOCK,4,8775,Tài chính đặc biệt
TVD,CTCP Than Vàng Danh - Vinacomin,,HNX,STOCK,4,1771,Khai thác Than
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,,UPCOM,STOCK,4,2357,Xây dựng
TVH,CTCP Tư vấn Xây dựng công trình Hàng hải,,UPCOM,STOCK,4,2357,Xây dựng
TVM,CTCP Tư vấn Đầu tư mỏ và Công Nghiệp - Vinacomin,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
TVN,Tổng Công ty Thép Việt Nam - CTCP,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
TVS,CTCP Chứng khoán Thiên Việt,,HOSE,STOCK,4,8777,Môi giới chứng khoán
TVT,Tổng Công ty Việt Thắng - CTCP,,HOSE,STOCK,4,3763,Hàng May mặc
TW3,CTCP Dược Trung ương 3,,UPCOM,STOCK,4,4577,Dược phẩm
TXM,CTCP VICEM Thạch cao Xi măng,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
TYA,CTCP Dây và Cáp Điện Taya Việt Nam,,HOSE,STOCK,4,2733,Hàng điện & điện tử
UCT,CTCP Đô thị Cần Thơ,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
UDC,CTCP Đầu tư Xây dựng UDCons,,UPCOM,STOCK,4,2357,Xây dựng
UDJ,CTCP Phát triển Đô thị,,UPCOM,STOCK,4,2357,Xây dựng
UDL,CTCP Đô thị và Môi trường Đắk Lắk,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
UEM,CTCP Cơ điện Uông Bí - Vinacomin,,UPCOM,STOCK,4,2757,Máy công nghiệp
UIC,CTCP Đầu tư Phát triển Nhà và Đô thị IDICO,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
ULG,CTCP Logistics U&I,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
UMC,CTCP Công trình Đô thị Nam Định,,UPCOM,STOCK,4,2357,Xây dựng
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,,HNX,STOCK,4,9533,Dịch vụ Máy tính
UPC,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,,UPCOM,STOCK,4,7575,Tiện ích khác
UPH,CTCP Dược phẩm TW 25,,UPCOM,STOCK,4,4577,Dược phẩm
UPS,CTCP Chứng khoán UP,,UPCOM,STOCK,4,8777,Môi giới chứng khoán
USC,CTCP Khảo sát và Xây dựng -USCO,,UPCOM,STOCK,4,2357,Xây dựng
USD,CTCP Công trình Đô thị Sóc Trăng,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
UTT,CTCP Môi trường Nam Thành,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
UXC,CTCP Chế biến Thủy sản Út Xi,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
V12,CTCP Xây dựng Số 12,,HNX,STOCK,4,2357,Xây dựng
V21,CTCP Vinaconex 21,,HNX,STOCK,4,8633,Bất động sản
V68,CTCP Đầu tư Sản xuất và Thương mại Tuấn Anh,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
VAB,Ngân hàng TMCP Việt Á,,HOSE,STOCK,4,8355,Ngân hàng
VAF,CTCP Phân lân Nung chảy Văn Điển,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VAV,CTCP VIWACO,,UPCOM,STOCK,4,7577,Nước
VBB,Ngân hàng TMCP Việt Nam Thương Tín,,HOSE,STOCK,4,8355,Ngân hàng
VBC,CTCP Nhựa - Bao bì Vinh,,HNX,STOCK,4,2723,Containers & Đóng gói
VBG,CTCP Địa chất Việt Bắc - TKV,,UPCOM,STOCK,4,1775,Khai khoáng
VBH,CTCP Điện tử Bình Hòa,,UPCOM,STOCK,4,2733,Hàng điện & điện tử
VBT,CTCP Vận tải Bảo Thắng,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
VC1,CTCP Xây dựng Số 1,,HNX,STOCK,4,2357,Xây dựng
VC2,CTCP Đầu tư và Xây dựng Vina2,,HNX,STOCK,4,2357,Xây dựng
VC3,CTCP Tập đoàn Nam Mê Kông,,HNX,STOCK,4,8637,"Tư Vấn, Định giá, Môi giới Bất động sản"
VC6,CTCP Xây dựng và Đầu tư Visicons,,HNX,STOCK,4,2357,Xây dựng
VC7,CTCP Tập đoàn BGI,,HNX,STOCK,4,2357,Xây dựng
VC9,CTCP Xây dựng số 9 - VC9,,HNX,STOCK,4,2357,Xây dựng
VCA,CTCP Thép VICASA,,HOSE,STOCK,4,1757,Thép và sản phẩm thép
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
VCC,CTCP Vinaconex 25,,HNX,STOCK,4,2357,Xây dựng
VCE,CTCP Xây lắp Môi trường,,UPCOM,STOCK,4,2357,Xây dựng
VCF,CTCP Vinacafé Biên Hòa,,HOSE,STOCK,4,3537,Đồ uống & giải khát
VCG,Tổng Công ty cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,,HOSE,STOCK,4,2357,Xây dựng
VCI,CTCP Chứng khoán Vietcap,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VCK,CTCP Chứng khoán VPS,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VCM,CTCP BV Life,,HNX,STOCK,4,2757,Máy công nghiệp
VCP,CTCP Xây Dựng Và Năng Lượng VCP,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
VCR,CTCP Đầu tư và Phát triển Du lịch ITC,,UPCOM,STOCK,4,8633,Bất động sản
VCS,CTCP Vicostone,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VCT,CTCP Tư vấn Xây dựng Vinaconex,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
VCX,CTCP Xi măng Yên Bình,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VDB,CTCP Vận tải và Chế biến Than Đông Bắc,,UPCOM,STOCK,4,1771,Khai thác Than
VDG,CTCP Vạn Đạt Group,,UPCOM,STOCK,4,3763,Hàng May mặc
VDL,CTCP Thực phẩm Lâm Đồng,,HNX,STOCK,4,3535,Vang & Rượu mạnh
VDN,CTCP Vinatex Đà Nẵng,,UPCOM,STOCK,4,3763,Hàng May mặc
VDP,CTCP Dược phẩm Trung ương VIDIPHA,,HOSE,STOCK,4,4577,Dược phẩm
VDS,CTCP Chứng khoán Rồng Việt,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VDT,CTCP Lưới thép Bình Tây,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
VE1,CTCP Xây dựng Điện VNECO 1,,HNX,STOCK,4,2357,Xây dựng
VE3,CTCP Xây dựng Điện VNECO 3,,HNX,STOCK,4,2357,Xây dựng
VE4,CTCP Xây dựng Điện VNECO4,,HNX,STOCK,4,2357,Xây dựng
VE8,CTCP Xây dựng Điện VNECO 8,,UPCOM,STOCK,4,2357,Xây dựng
VE9,CTCP Đầu tư và Xây dựng VNECO 9,,UPCOM,STOCK,4,2357,Xây dựng
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP,,UPCOM,STOCK,4,2757,Máy công nghiệp
VEC,Tổng Công ty cổ phần Điện tử và Tin học Việt Nam,,UPCOM,STOCK,4,9572,Phần cứng
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,,UPCOM,STOCK,4,8633,Bất động sản
VES,CTCP Tập đoàn VinaLiving,,UPCOM,STOCK,4,8633,Bất động sản
VET,CTCP Thuốc thú y Trung ương Navetco,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VFC,CTCP Vinafco,,UPCOM,STOCK,4,2773,Vận tải Thủy
VFG,CTCP Khử trùng Việt Nam,,HOSE,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VFR,CTCP Vận tải và Thuê tàu,,UPCOM,STOCK,4,2773,Vận tải Thủy
VFS,CTCP Chứng khoán Nhất Việt,,HNX,STOCK,4,8777,Môi giới chứng khoán
VGC,Tổng Công ty Viglacera - CTCP,,HOSE,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VGG,Tổng Công ty cổ phần May Việt Tiến,,UPCOM,STOCK,4,3763,Hàng May mặc
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,,UPCOM,STOCK,4,6575,Viễn thông di động
VGL,CTCP Mạ Kẽm Công Nghiệp Vingal - Vnsteel,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
VGP,CTCP Cảng Rau Quả,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VGR,CTCP Cảng Xanh Vip,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VGS,CTCP Ống thép Việt - Đức VG PIPE,,HNX,STOCK,4,1757,Thép và sản phẩm thép
VGT,Tập đoàn Dệt May Việt Nam,,UPCOM,STOCK,4,3763,Hàng May mặc
VGV,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,,UPCOM,STOCK,4,8633,Bất động sản
VHC,CTCP Vĩnh Hoàn,,HOSE,STOCK,4,3573,Nuôi trồng nông & hải sản
VHD,CTCP Đầu tư Phát triển Nhà và Đô Thị VINAHUD,,UPCOM,STOCK,4,8633,Bất động sản
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,,HNX,STOCK,4,4577,Dược phẩm
VHF,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,,UPCOM,STOCK,4,3577,Thực phẩm
VHG,CTCP Đầu tư Phát triển Việt Trung Nam,,UPCOM,STOCK,4,2727,Công nghiệp phức hợp
VHH,CTCP Đầu tư Kinh doanh Nhà Thành Đạt,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VHL,CTCP Viglacera Hạ Long,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VHM,CTCP Vinhomes,,HOSE,STOCK,4,8633,Bất động sản
VIB,Ngân hàng TMCP Quốc tế Việt Nam,,HOSE,STOCK,4,8355,Ngân hàng
VIC,Tập đoàn VINGROUP - CTCP,,HOSE,STOCK,4,8633,Bất động sản
VID,CTCP Đầu tư Phát triển Thương mại Viễn Đông,,HOSE,STOCK,4,1737,Sản xuất giấy
VIE,CTCP Công nghệ Viễn thông VITECO,,UPCOM,STOCK,4,9578,Thiết bị viễn thông
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,,HNX,STOCK,4,1733,Lâm sản và Chế biến gỗ
VIG,CTCP Chứng khoán Đầu tư tài chính Việt Nam,,HNX,STOCK,4,8777,Môi giới chứng khoán
VIM,CTCP Khoáng sản Viglacera,,UPCOM,STOCK,4,1775,Khai khoáng
VIN,CTCP Giao nhận Kho vận Ngoại Thương Việt Nam,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VIP,CTCP Vận tải Xăng dầu VIPCO,,HOSE,STOCK,4,2773,Vận tải Thủy
VIR,CTCP Du lịch Quốc tế Vũng Tàu,,UPCOM,STOCK,4,5753,Khách sạn
VIT,CTCP Viglacera Tiên Sơn,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VIW,Tổng Công ty Đầu tư Nước và Môi trường Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
VIX,CTCP Chứng khoán VIX,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VJC,CTCP Hàng không Vietjet,,HOSE,STOCK,4,5751,Hàng không
VKC,CTCP VKC Holdings ,,UPCOM,STOCK,4,3357,Lốp xe
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,,HNX,STOCK,4,9537,Phần mềm
VLB,CTCP Xây dựng và Sản xuất Vật liệu xây dựng Biên Hòa,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VLC,Tổng Công ty Chăn Nuôi Việt Nam - CTCP,,UPCOM,STOCK,4,3573,Nuôi trồng nông & hải sản
VLG,CTCP VIMC Logistics,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
VLP,CTCP Công trình Công cộng Vĩnh Long,,UPCOM,STOCK,4,2799,Chất thải & Môi trường
VLS,CTCP Sản xuất Thép Việt Long,,UPCOM,STOCK,4,1757,Thép và sản phẩm thép
VLW,CTCP Cấp nước Vĩnh Long,,UPCOM,STOCK,4,7577,Nước
VMA,CTCP Công nghiệp Ô tô - Vinacomin,,UPCOM,STOCK,4,3353,Sản xuất ô tô
VMC,CTCP Vimeco,,HNX,STOCK,4,2357,Xây dựng
VMD,CTCP Y Dược phẩm Vimedimex,,HOSE,STOCK,4,4577,Dược phẩm
VMG,CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu,,UPCOM,STOCK,4,7573,Phân phối xăng dầu & khí đốt
VMK,CTCP Vimarko,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VMS,CTCP Phát triển Hàng Hải,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VMT,CTCP Giao nhận Vận tải miền Trung,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
VNA,CTCP Vận tải Biển Vinaship,,UPCOM,STOCK,4,2773,Vận tải Thủy
VNB,CTCP Sách Việt Nam,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
VNC,CTCP Tập đoàn Vinacontrol,,HNX,STOCK,4,2791,Tư vấn & Hỗ trợ KD
VND,CTCP Chứng khoán VNDIRECT,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VNE,Tổng Công ty cổ phần Xây dựng Điện Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
VNF,CTCP Vinafreight,,HNX,STOCK,4,2779,Dịch vụ vận tải
VNG,CTCP Du lịch Thành Thành Công,,HOSE,STOCK,4,5753,Khách sạn
VNH,CTCP Đầu tư Việt Việt Nhật,,UPCOM,STOCK,4,8985,Quỹ đầu tư
VNI,CTCP Đầu tư Bất động sản Việt Nam,,UPCOM,STOCK,4,8633,Bất động sản
VNL,CTCP Logistics Vinalink,,HOSE,STOCK,4,2779,Dịch vụ vận tải
VNM,CTCP Sữa Việt Nam,,HOSE,STOCK,4,3577,Thực phẩm
VNP,CTCP Nhựa Việt Nam,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,,HNX,STOCK,4,8538,Tái bảo hiểm
VNS,CTCP Ánh Dương Việt Nam,,HOSE,STOCK,4,5759,Vận tải hành khách & Du lịch
VNT,CTCP Giao nhận Vận tải Ngoại thương,,HNX,STOCK,4,2779,Dịch vụ vận tải
VNX,CTCP Quảng cáo và Hội chợ Thương mại,,UPCOM,STOCK,4,5555,Dịch vụ truyền thông
VNY,CTCP Thuốc thú y Trung ương I,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VNZ,CTCP Tập đoàn VNG ,,UPCOM,STOCK,4,5553,Giải trí & Truyền thông
VOS,CTCP Vận tải Biển Việt Nam,,HOSE,STOCK,4,2773,Vận tải Thủy
VPA,CTCP Vận tải Hoá Dầu VP,,UPCOM,STOCK,4,2773,Vận tải Thủy
VPB,Ngân hàng TMCP Việt Nam Thịnh Vượng,,HOSE,STOCK,4,8355,Ngân hàng
VPC,CTCP Đầu tư và Phát triển Năng lượng Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
VPD,CTCP Phát triển Điện lực Việt Nam,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
VPG,CTCP Đầu tư Thương mại Xuất nhập khẩu Việt Phát,,HOSE,STOCK,4,1775,Khai khoáng
VPH,CTCP Vạn Phát Hưng,,HOSE,STOCK,4,8633,Bất động sản
VPI,CTCP Phát triển Bất động sản Văn Phú,,HOSE,STOCK,4,8633,Bất động sản
VPL,CTCP Vinpearl,,HOSE,STOCK,4,5755,Dịch vụ giải trí
VPR,CTCP VinaPrint,,UPCOM,STOCK,4,5557,"Sách, ấn bản & sản phẩm văn hóa"
VPS,CTCP Thuốc sát trùng Việt Nam ,,HOSE,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VPW,CTCP Cấp thoát nước Số 1 Vĩnh Phúc,,UPCOM,STOCK,4,7577,Nước
VPX,CTCP Chứng khoán VPBank,,HOSE,STOCK,4,8777,Môi giới chứng khoán
VQC,CTCP Giám định - Vinacomin,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
VRC,CTCP Bất động sản và Đầu tư VRC,,HOSE,STOCK,4,8633,Bất động sản
VRE,CTCP Vincom Retail,,HOSE,STOCK,4,8633,Bất động sản
VRG,CTCP Phát triển Đô thị và Khu công nghiệp Cao su Việt Nam,,UPCOM,STOCK,4,8633,Bất động sản
VSA,CTCP Đại lý Hàng hải Việt Nam,,HNX,STOCK,4,2779,Dịch vụ vận tải
VSC,CTCP Container Việt Nam,,HOSE,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VSE,CTCP Dịch vụ Đường cao tốc Việt Nam,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VSF,Tổng Công ty Lương thực Miền Nam - CTCP,,UPCOM,STOCK,4,3577,Thực phẩm
VSG,CTCP Container Phía Nam,,UPCOM,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VSH,CTCP Thủy điện Vĩnh Sơn - Sông Hinh,,HOSE,STOCK,4,7535,Sản xuất & Phân phối Điện
VSI,CTCP Đầu tư và Xây dựng Cấp thoát nước,,HOSE,STOCK,4,2357,Xây dựng
VSM,CTCP Container Miền Trung,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
VSN,CTCP Việt Nam Kỹ nghệ Súc sản,,UPCOM,STOCK,4,3577,Thực phẩm
VST,CTCP Vận tải và Thuê tàu biển Việt Nam,,UPCOM,STOCK,4,2773,Vận tải Thủy
VTA,CTCP Vitaly,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VTB,CTCP Viettronics Tân Bình,,HOSE,STOCK,4,2733,Hàng điện & điện tử
VTC,CTCP Viễn thông VTC,,HNX,STOCK,4,9578,Thiết bị viễn thông
VTD,CTCP Vietourist Holdings,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
VTE,CTCP VINACAP Kim Long,,UPCOM,STOCK,4,9578,Thiết bị viễn thông
VTG,CTCP Du lịch Tỉnh Bà Rịa - Vũng Tàu,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
VTH,CTCP Dây cáp Điện Việt Thái,,HNX,STOCK,4,2733,Hàng điện & điện tử
VTI,CTCP Sản xuất - Xuất nhập khẩu Dệt may,,UPCOM,STOCK,4,3763,Hàng May mặc
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,,HNX,STOCK,4,3785,Thuốc lá
VTK,CTCP Tư Vấn Và Dịch Vụ Viettel,,UPCOM,STOCK,4,2791,Tư vấn & Hỗ trợ KD
VTM,CTCP Vận tải và Đưa đón thợ mỏ - VINACOMIN,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
VTO,CTCP Vận tải Xăng dầu Vitaco,,HOSE,STOCK,4,2773,Vận tải Thủy
VTP,Tổng Công ty cổ phần Bưu chính Viettel,,HOSE,STOCK,4,2771,Chuyển phát nhanh
VTQ,CTCP Việt Trung Quảng Bình,,UPCOM,STOCK,4,1353,"Nhựa, cao su & sợi"
VTR,CTCP Du lịch Vietravel,,UPCOM,STOCK,4,5759,Vận tải hành khách & Du lịch
VTV,CTCP Năng lượng và Môi trường VICEM,,HNX,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VTX,CTCP Vận tải Đa Phương Thức Vietranstimex,,UPCOM,STOCK,4,2779,Dịch vụ vận tải
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,,HNX,STOCK,4,1353,"Nhựa, cao su & sợi"
VUA,CTCP Chứng khoán Stanley Brothers,,UPCOM,STOCK,4,8777,Môi giới chứng khoán
VVN,Tổng Công ty cổ phần Xây dựng Công nghiệp Việt Nam,,UPCOM,STOCK,4,2357,Xây dựng
VVS,CTCP Đầu tư phát triển máy Việt Nam,,HOSE,STOCK,4,3353,Sản xuất ô tô
VW3,CTCP Viwaseen3,,UPCOM,STOCK,4,2357,Xây dựng
VWS,CTCP Nước và Môi Trường Việt Nam,,UPCOM,STOCK,4,7577,Nước
VXB,CTCP Vật liệu Xây dựng Bến Tre,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
VXP,CTCP Thuốc Thú y Trung ương VETVACO,,UPCOM,STOCK,4,1357,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác"
VXT,CTCP Kho vận và Dịch vụ Thương mại,,UPCOM,STOCK,4,2797,Nhà cung cấp thiết bị
WCS,CTCP Bến xe Miền Tây,,HNX,STOCK,4,2777,"Kho bãi, hậu cần và bảo dưỡng"
WSB,CTCP Bia Sài Gòn - Miền Tây,,UPCOM,STOCK,4,3533,Sản xuất bia
WSS,CTCP Chứng khoán Phố Wall,,HNX,STOCK,4,8777,Môi giới chứng khoán
WTC,CTCP Vận tải Thủy - Vinacomin,,UPCOM,STOCK,4,2773,Vận tải Thủy
X20,CTCP X20,,HNX,STOCK,4,3763,Hàng May mặc
X26,CTCP 26,,UPCOM,STOCK,4,3763,Hàng May mặc
X77,CTCP Thành An 77,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
XDH,CTCP Đầu tư Xây dựng Dân dụng Hà Nội,,UPCOM,STOCK,4,8633,Bất động sản
XHC,CTCP Xuân Hòa Việt Nam,,UPCOM,STOCK,4,3726,Thiết bị gia dụng
XLV,CTCP Xây Lắp và Dịch vụ Sông Đà,,UPCOM,STOCK,4,2357,Xây dựng
XMC,CTCP Đầu tư và Xây dựng Xuân Mai,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
XMD,CTCP Xuân Mai - Đạo Tú,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
XMP,CTCP Thủy điện Xuân Minh,,UPCOM,STOCK,4,7535,Sản xuất & Phân phối Điện
XPH,CTCP Xà phòng Hà Nội,,UPCOM,STOCK,4,3767,Hàng cá nhân
YBC,CTCP Xi măng và Khoáng sản Yên Bái,,UPCOM,STOCK,4,2353,Vật liệu xây dựng & Nội thất
YBM,CTCP YBM,,HOSE,STOCK,4,1775,Khai khoáng
YEG,CTCP Tập đoàn Yeah1,,HOSE,STOCK,4,5553,Giải trí & Truyền thông
YTC,CTCP Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,,UPCOM,STOCK,4,4537,Dụng cụ y tế
